,Tipo de Empresa,Mercado,Edad Empresa,Rol,Fundador,% en Desarrollo,% en Gerencia de proyectos,% liderazgo técnico,% Gerencia de ingeniería,Experiencia en rol actual,Experiencia en desarrollo de software,Lenguaje más usado,Otro lenguaje ,Tipo de relación laboral,Modo de trabajo,Preferencias de modo,Tipo de titulo,PRE-grado relacionado Ing,POST-grado relacionado a Ing,Clases de programación en la universidad,Max Titulo,Bootcamp,Url bootcamp,Nivel de Ingles,Moneda de Pago,Remuneración Anual,Remuneración anual adicional,Remuneración Anual anterior,Pago Seguro de Salud,Pago Seguridad Social,Acciones dentro de la empresa,Total acciones,Precio acciones,Freelancer,Ingresos freelancer,Salario Justo,Web de trabajo,Ciudad Residencia,Origen,Año de Nacimiento,Cnt Hijos,Genero,Minoría racial o étnica,Horas de trabajo,Máx % Dev,Máx % I.M,Máx % Tech L,Máx % PM,Rol principal,Ingreso en dólares,Nivel de ingles,Ingreso en pesos,Order by Exp,count,Origen 2,Nacionalidad
142,"Colombiana, Mer Local","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Technical Leader,no,70 - 80%,0 - 10%,70 - 80%,0 - 10%,2+ años,10 - 15 años,Java,Kotlin,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,maestria,No,,3,pesos,144000000.0,0,70000000,yo,yo,no,,,si,2000000,si, http://linkedin.com,Bogota,Colombia,1981,0,él,no,60.0,80,10,80,10,Desarrollo,38918.9,Avanzado,143999930.0,6,1,Colombia,Colombia
143,"Colombiana, Mer Local","servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,Software Leader Architect ,no,60 - 70%,20 - 30%,80 - 90%,20 - 30%,3 - 5 años,5 - 10 años,Typescript,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,maestria,No,,2,pesos,60000000.0,0,32000000,mi empleador,mi empleador,no,,,no,0,no,http://linkedin.com,Bogota,Colombia,1985,0,él,no,45.0,70,30,90,30,Desarrollo,16216.2,Intermedio,59999940.0,5,1,Colombia,Colombia
144,"Colombiana, Mer Latam","servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,Ingeniero de desarrollo,no,70 - 80%,10 - 20%,0 - 10%,no tengo responsabilidades gerenciales,2+ años,2+ años,Java,"Dart, Kotlin, Swift",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,"técnico, tecnología, bachiller técnico",No,,1,pesos,18000000.0,0,0,mi empleador,mi empleador,no,0.0,0.0,no,0,no,http://linkedin.com,Bucaramanga,Colombia,1994,0,él,no,45.0,80,0,10,20,Desarrollo,4864.9,Básico,18000130.0,3,1,Colombia,Colombia
145,"Colombiana, Mer Latam","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Especialista desarrollo de software ,no,20 - 30%,0 - 10%,80 - 90%,20 - 30%,2+ años,5 - 10 años,Java,"Dart, JavaScript, Swift, TypeScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,No,,1,pesos,108000000.0,35000000,90000000,mi empleador,mi empleador,no,,,no,0,no,,Rionegro,Colombia,1991,0,él,no,50.0,30,30,90,10,Liderazgo Técnico,29189.2,Básico,108000040.0,5,1,Colombia,Colombia
146,"Colombiana, Mer Latam","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Senior angular ,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,2+ años,Typescript,"Java, JavaScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo en oficina,universitario,si,no,si,pregrado,No,,1,pesos,42000000.0,42000000,42000000,mi empleador,mi empleador,no,,,si,0,si,,Bogota,Colombia,1994,0,él,no,45.0,100,0,0,0,Desarrollo,11351.4,Básico,42000180.0,3,1,Colombia,Colombia
147,"Colombiana, Mer Latam","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,Backend Developer,no,70 - 80%,no tengo responsabilidades de este tipo,70 - 80%,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,Kotlin,Java,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,universitario,si,no,si,pregrado,No,,1,pesos,96000000.0,0,78000000,mi empleador,mi empleador,no,,,no,0,si,,Medellin,Colombia,1992,0,él,no,50.0,80,0,80,0,Desarrollo,25945.9,Básico,95999830.0,5,1,Colombia,Colombia
148,"Colombiana, Mer Latam","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,Backend Developer,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,1+ año,2+ años,Javascript,"Go, Java, JavaScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,42000000.0,45500000,19500000,mi empleador,mi empleador,si - stock options,1500.0,27.0,no,0,no,http://www.linkedin.com,Bogota,Colombia,1997,0,él,no,48.0,80,0,10,10,Desarrollo,11351.4,Avanzado,42000180.0,3,1,Colombia,Colombia
149,,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,Desarrollador backend,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Pl/sql,"Java, JavaScript, TypeScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,"técnico, tecnología, bachiller técnico",No,,1,pesos,45000000.0,6000000,26000000,mi empleador,mi empleador,no,,,si,1500000,si,http://linkedin.com,Cali,Colombia,1991,0,él,no,40.0,100,0,0,0,Desarrollo,12162.2,Básico,45000140.0,4,1,Colombia,Colombia
150,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,Software designer ,no,20 - 30%,40 - 50%,20 - 30%,0 - 10%,5 - 10 años,5 - 10 años,Kotlin,Java,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,79080000.0,4000000,56250000,mi empleador,mi empleador,no,,,si,5000000,no,,Bogota,Colombia,1990,1,él,no,45.0,30,10,30,50,Gestión de Proyectos,21373.0,Avanzado,79080100.0,5,1,Colombia,Colombia
151,Extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,Backend engineer ,si,50 - 60%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Javascript,"Go, Python",contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,No,,1,pesos,38400000.0,0,0,yo,yo,no,,,si,1000000,si,,Itagui,Colombia,1992,0,él,no,40.0,60,0,20,20,Desarrollo,10378.4,Básico,38400080.0,4,1,Colombia,Colombia
152,"Colombiana, Mer Latam","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,Backend developer,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,Ruby,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,no,no,si,pregrado,Sí,https://makeitreal.camp/,2,pesos,48000000.0,0,35000000,mi empleador,mi empleador,no,,,no,0,si,https://www.google.com/url?q=http://linkedin.com&sa=D&ust=1593460044747000&usg=AFQjCNEIsnr9mVwJFD2C5pgnClG9WRlzsQ,Medellin,Colombia,1996,0,él,no,40.0,100,0,0,0,Desarrollo,12973.0,Intermedio,48000100.0,2,1,Colombia,Colombia
153,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,5 - 10,Desarrollador,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,1+ año,Javascript,"JavaScript, PHP",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,estoy estudiando,si,no,si,"técnico, tecnología, bachiller técnico",Sí,https://platzi.com,1,pesos,18000000.0,1500000,10200000,mi empleador,mi empleador,no,,,no,0,si,https://www.computrabajo.com.co/,Barranquilla,Colombia,1997,0,él,no,44.0,100,0,0,0,Desarrollo,4864.9,Básico,18000130.0,2,1,Colombia,Colombia
154,,consultoría y servicios de desarrollo de software a la medida,más de 10,Full Stack Developer,no,90 - 100%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,C#,"JavaScript, TSQL",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,96000000.0,0,60000000,mi empleador,mi empleador,no,,,no,0,si,https://linkedin.com,Medellin,Colombia,1990,0,él,Negro,40.0,100,0,20,0,Desarrollo,25945.9,Avanzado,95999830.0,5,1,Colombia,Colombia
155,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,Software Engineer,no,80 - 90%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Python,JavaScript,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,No,,2,pesos,48000000.0,4000000,31200000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Pereira,Colombia,1995,0,él,no,40.0,90,0,0,10,Desarrollo,12973.0,Intermedio,48000100.0,4,1,Colombia,Colombia
156,,consultoría y servicios de desarrollo de software a la medida,más de 10,Sr Ruby Developer,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,Ruby,Ruby,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,No,,2,pesos,145200000.0,0,6500000,mi empleador,mi empleador,no,,,no,0,si,https://linkedin.com,Bogota,Colombia,1992,1,él,no,40.0,100,0,10,0,Desarrollo,39243.2,Intermedio,145199840.0,5,1,Colombia,Colombia
157,Extranjera,otro,más de 10,Software Engineer,no,90 - 100%,20 - 30%,20 - 30%,20 - 30%,3 - 5 años,5 - 10 años,Java,"JavaScript, Kotlin, Objective-C, Swift",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,pregrado,No,,1,pesos,60000000.0,16000000,33600000,mi empleador,mi empleador,si - dividendos,,,no,0,si,http://linkedin.com,Pereira,Colombia,1986,1,él,no,40.0,100,30,30,30,Desarrollo,16216.2,Básico,59999940.0,5,1,Colombia,Colombia
158,"Colombiana, Mer EEUU","servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,Junior Advanced Developer,no,80 - 90%,0 - 10%,10 - 20%,10 - 20%,2+ años,3 - 5 años,Javascript,Python,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,pregrado,Sí,https://platzi.com,2,pesos,42000000.0,0,21600000,mi empleador,mi empleador,no,,,no,0,si,,Cartagena de indias,Colombia,1991,1,él,Afrocolombiano o Afrodescendiente,45.0,90,20,20,10,Desarrollo,11351.4,Intermedio,42000180.0,4,1,Colombia,Colombia
159,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,5 - 10,Front End Engineer,no,90 - 100%,10 - 20%,0 - 10%,no tengo responsabilidades gerenciales,2+ años,3 - 5 años,Javascript,"JavaScript, TypeScript",contratista internacional,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,universitario,si,no,si,pregrado,Sí,http://Coursera.org,1,pesos,40000000.0,0,30000000,yo,yo,no,,,no,0,si,http://linkedin.com,Cucuta,Colombia,1992,0,él,no,40.0,100,0,10,20,Desarrollo,10810.8,Básico,39999960.0,4,1,Colombia,Colombia
160,,consultoría y servicios de desarrollo de software a la medida,más de 10,Ingeniero de desarrollo,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,Php,"JavaScript, PHP",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,si,si,pregrado,No,,3,pesos,48000000.0,3000000,24000000,mi empleador,mi empleador,no,,,no,0,no,https://www.computrabajo.com.co/,Bogota,Colombia,1990,0,AH-64 Apache,no,45.0,100,0,0,0,Desarrollo,12973.0,Avanzado,48000100.0,5,1,Colombia,Colombia
161,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,2 - 5,Backend Developer,no,50 - 60%,0 - 10%,0 - 10%,10 - 20%,5 - 10 años,5 - 10 años,Python,"Go, JavaScript, Kotlin, PHP",contrato a termino fijo,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,técnico,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,"técnico, tecnología, bachiller técnico",No,,1,pesos,36000000.0,0,24000000,yo,yo,no,,,si,20000000,no,,Cucuta,Colombia,1990,1,él,no,40.0,60,20,10,10,Desarrollo,9729.7,Básico,35999890.0,5,1,Colombia,Colombia
162,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,5 - 10,No especificado,no,80 - 90%,0 - 10%,0 - 10%,0 - 10%,3 - 5 años,10 - 15 años,Php,"C#, Java, JavaScript",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo remoto,técnico,soy estudiante de pre-grado relacionado a ing de sistemas,no,no,"técnico, tecnología, bachiller técnico",No,,2,pesos,18000000.0,19500000,19500000,mi empleador,mi empleador,no,0.0,0.0,no,0,no,,Bucaramanga,Colombia,1987,3,él,no,40.0,90,10,10,10,Desarrollo,4864.9,Intermedio,18000130.0,6,1,Colombia,Colombia
163,Extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,No especificado,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,3 - 5 años,Javascript,Python,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,técnico,si,no,si,pregrado,No,,2,pesos,60000000.0,0,31200000,yo,yo,no,,,no,0,si,,Medellin,Colombia,1987,0,él,no,45.0,100,0,0,0,Desarrollo,16216.2,Intermedio,59999940.0,4,1,Colombia,Colombia
164,,consultoría y servicios de desarrollo de software a la medida,5 - 10,Senior developer,no,90 - 100%,0 - 10%,90 - 100%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,Scala,"Java, Nix, Scala",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,96000000.0,8000000,44000000,yo,yo,no,,,no,0,no,,Medellin,Colombia,1990,0,él,no,40.0,100,0,100,10,Desarrollo,25945.9,Avanzado,95999830.0,5,1,Colombia,Colombia
165,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",menos de 1,Senior Web Developer,no,90 - 100%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,10 - 15 años,Typescript,"PHP, Ruby",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,18000000.0,216000000,168000000,mi empleador,mi empleador,si - stock options,,,no,0,si,http://weworkremotely.com,Medellin,Colombia,1985,1,él,no,30.0,100,0,20,0,Desarrollo,4864.9,Avanzado,18000130.0,6,1,Colombia,Colombia
166,,consultoría y servicios de desarrollo de software a la medida,más de 10,No especificado,no,80 - 90%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,React.js,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,No,,2,pesos,50400000.0,0,43200000,yo,yo,no,,,no,0,si,,Bogota,Colombia,1900,0,él,no,45.0,90,0,0,20,Desarrollo,13621.6,Intermedio,50399920.0,5,1,Colombia,Colombia
167,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,más de 10,Ingeniero de desarrollo ,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,Java,"JavaScript, TypeScript",contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,universitario,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,pregrado,No,,1,pesos,66000000.0,0,45600000,mi empleador,mi empleador,no,,,no,0,si,,Cali,Colombia,1992,0,él,no,45.0,90,0,0,0,Desarrollo,17837.8,Básico,65999860.0,5,1,Colombia,Colombia
168,"Colombiana, Mer Latam","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,Backend developer,no,90 - 100%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,10 - 15 años,Ruby,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,pregrado,No,,2,pesos,66000000.0,0,54000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Medellin,Colombia,1983,0,él,no,45.0,100,0,20,0,Desarrollo,17837.8,Intermedio,65999860.0,6,1,Colombia,Colombia
169,"Colombiana, Mer EEUU",consultoría y servicios de desarrollo de software a la medida,más de 10,Ingeniero de Software,no,90 - 100%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,Java,"Groovy, Shell",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,si,si,pregrado,No,,3,pesos,81600000.0,12000000,48000000,mi empleador,mi empleador,no,,,no,0,no,,Cali,Colombia,1989,0,él,no,45.0,100,0,20,0,Desarrollo,22054.1,Avanzado,81600170.0,5,1,Colombia,Colombia
170,"Colombiana, Mer Local","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,Ingeniero de Software,no,70 - 80%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,Javascript,PHP,contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,si,si,maestria,No,,2,pesos,42000000.0,0,0,mi empleador,mi empleador,no,,,no,0,no,https://www.linkedin.com/,Barranquilla,Colombia,1990,0,ella,no,50.0,80,0,20,0,Desarrollo,11351.4,Intermedio,42000180.0,5,1,Colombia,Colombia
171,Extranjera,otro,más de 10,No especificado,no,60 - 70%,10 - 20%,10 - 20%,10 - 20%,1+ año,5 - 10 años,Javascript,"Shell, TypeScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,no,no,no,pregrado,No,,3,pesos,84000000.0,0,54000000,mi empleador,mi empleador,no,,,no,0,si,http://linkedin.com,Medellin,Colombia,1985,3,él,no,40.0,70,20,20,20,Desarrollo,22702.7,Avanzado,83999990.0,5,1,Colombia,Colombia
172,"Colombiana, Mer Local",consultoría y servicios de desarrollo de software a la medida,2 - 5,Full stack developer ,no,70 - 80%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,Java,JavaScript,contrato a termino indefinido,"remoto (ocupa más del 70% de su tiempo trabajando en casa, cowork o un cafe)",trabajo flexible,estoy estudiando,soy estudiante de pre-grado relacionado a ing de sistemas,no,si,bachiller,No,,1,pesos,14400000.0,0,0,mi empleador,mi empleador,no,,,no,0,no,http://LinkedIn.com,Ibague,Colombia,1999,0,él,no,40.0,80,0,20,0,Desarrollo,3891.9,Básico,14400030.0,1,1,Colombia,Colombia
173,Extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,Backend Developer,si,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,5 - 10 años,10 - 15 años,Php,JavaScript,contrato a termino fijo con empresa local pero trabajo para empresa extranjera,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,técnico,si,no,si,"técnico, tecnología, bachiller técnico",No,,2,pesos,66000000.0,70000000,42000000,yo,yo,no,,,si,50000000,no,https://torre.co,Medellin,Colombia,1988,0,él,no,50.0,80,0,10,10,Desarrollo,17837.8,Intermedio,65999860.0,6,1,Colombia,Colombia
174,"Colombiana, Mer Latam",consultoría y servicios de desarrollo de software a la medida,2 - 5,Fullstack Developer,no,80 - 90%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Javascript,R,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,soy estudiante de post-grado relacionado a ing de sistemas,si,pregrado,No,,2,pesos,42000000.0,0,0,mi empleador,mi empleador,no,0.0,0.0,si,4500000,no,https://linkedin.com,Bogota,Colombia,1994,0,él,no,40.0,90,0,0,10,Desarrollo,11351.4,Intermedio,42000180.0,4,1,Colombia,Colombia
175,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,No especificado,no,30 - 40%,30 - 40%,30 - 40%,no tengo responsabilidades gerenciales,menos de 1 año,2+ años,Python,JavaScript,contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,ningúno,si,no,no,bachiller,No,,3,pesos,96000000.0,8000000,48888888,mi empleador,mi empleador,no,,,si,20000000,no,,Cali,Colombia,1987,0,él,no,40.0,40,0,40,40,Sin Clasificar,25945.9,Avanzado,95999830.0,3,1,Colombia,Colombia
176,Extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,Desarrollador Android,no,70 - 80%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1+ año,5 - 10 años,Kotlin,"Dart, Java",contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo flexible,universitario,si,no,si,pregrado,No,,3,pesos,43920000.0,29800000,42000000,mi empleador,mi empleador,si - stock options,6000.0,,no,0,no,,Bogota,Colombia,1991,0,él,no,40.0,80,0,0,20,Desarrollo,11870.3,Avanzado,43920110.0,5,1,Colombia,Colombia
177,,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,Frontend Engineer,no,50 - 60%,10 - 20%,20 - 30%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Javascript,"Python, TypeScript",contrato a termino indefinido,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,si,no,si,pregrado,No,,3,pesos,72000000.0,0,0,mi empleador,mi empleador,no,,,no,0,si,,Medellin,Colombia,1995,0,él,no,50.0,60,0,30,20,Desarrollo,19459.5,Avanzado,72000150.0,5,1,Colombia,Colombia
178,"Colombiana, Mer EEUU","servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,Arquitecto desarrollador,no,80 - 90%,0 - 10%,0 - 10%,0 - 10%,menos de 1 año,menos de 1 año,Javascript,TypeScript,contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,presencial (ocupa más del 60% de su tiempo en una oficina),trabajo remoto,universitario,no,no,si,pregrado,Sí,https://makeitreal.camp/,3,pesos,42000000.0,5000000,0,mi empleador,mi empleador,no,0.0,0.0,no,0,no,,Bogota,Colombia,1992,0,él,no,42.0,90,10,10,10,Desarrollo,11351.4,Avanzado,42000180.0,1,1,Colombia,Colombia
179,Extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,Desarrollador senior Ruby,no,60 - 70%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Ruby,"JavaScript, Python, Shell, Vim script",contrato a termino indefinido con empresa local pero trabajo para empresa extranjera,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo flexible,universitario,si,no,si,pregrado,No,,2,pesos,11400000.0,134800000,134800000,mi empleador,mi empleador,no,,,no,95400000,si,,Bogota,Colombia,1992,0,él,no,40.0,70,0,20,20,Desarrollo,3081.1,Intermedio,11400070.0,4,1,Colombia,Colombia
180,"Colombiana, Mer Latam","servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,Lider Proyectos implementación. ,no,10 - 20%,50 - 60%,30 - 40%,10 - 20%,5 - 10 años,más de 15 años,"Ninguno, por que soy manager 😭","ninguno,  por que soy manager 😭",contrato a termino indefinido,"flexible (va a la oficina, pero puede trabajar desde casa cuando quiera)",trabajo remoto,universitario,si,no,si,maestria,No,,3,pesos,130500000.0,18000000,12000009,mi empleador,mi empleador,no,0.0,0.0,no,0,si,,Bogota,Venezuela,1979,2,él,no,10.0,20,20,40,60,Gestión de Proyectos,35270.3,Avanzado,130500110.00000001,7,1,Extranjero,Extranjero
